,Model,Unnamed: 0,Unnamed: 0.1,accuracy,confusion,execution_time,f1,precision,recall,test_time,train_size
0,SVM BoW,0,,0.4637266355140186,"[[4.004e+02 4.880e+01 9.620e+01 9.800e+01 1.008e+02 2.100e+02 4.220e+01]
 [8.800e+00 3.264e+02 4.420e+01 3.540e+01 7.500e+01 3.040e+01 4.680e+01]
 [4.000e-01 1.180e+01 1.988e+02 9.200e+00 3.080e+01 9.000e+00 4.400e+00]
 [7.380e+01 9.400e+00 1.360e+01 5.540e+01 3.200e+01 1.440e+01 5.200e+00]
 [8.440e+01 1.046e+02 1.070e+02 1.098e+02 1.844e+02 7.740e+01 5.700e+01]
 [4.600e+01 1.620e+01 2.180e+01 3.120e+01 3.520e+01 2.296e+02 1.080e+01]
 [3.600e+00 2.060e+01 1.580e+01 1.240e+01 2.520e+01 6.600e+00 1.928e+02]]",0.04777088165283203,0.4358666943231068,0.4476013094477084,0.5429986964220939,0.040895509719848636,40
1,SVM TFIDF,1,,0.4508177570093458,"[[265.6  20.4  22.6  52.6  47.  127.6   6.8]
 [ 19.  338.2  58.6  47.   86.4  41.   52. ]
 [  2.4  13.6 213.    7.4  25.2   4.8   5. ]
 [ 16.6  13.2  16.8  54.2  34.2  24.4   4.6]
 [ 89.6  96.4 126.6 112.6 184.4  99.2  58.6]
 [102.8  19.8  31.4  45.   49.4 266.   10. ]
 [121.4  36.2  28.4  32.6  56.8  14.4 222.2]]",0.005984926223754882,0.4331753665723997,0.443732071424057,0.5210001292810327,0.02790679931640625,40
2,SVM W2V,2,,0.27015186915887857,"[[306.   31.6  22.8  22.4  40.   61.   29.4]
 [ 49.4 179.2 126.4  86.2 106.8 117.  101.6]
 [ 37.2  62.2 119.4  47.2  58.2  74.4  29.6]
 [ 12.   20.6  24.4  27.8  29.   39.4   7.6]
 [ 89.6 163.4 115.  109.  171.4 177.6 111.4]
 [ 45.6  58.6  67.2  39.6  50.4  76.4  34.8]
 [ 77.6  22.2  22.2  19.2  27.6  31.6  44.8]]",0.012578344345092774,0.22479185050676992,0.25195751910752656,0.3025650758201168,0.1470926284790039,40
3,SVM Hybrid,3,,0.4773364485981309,"[[453.4  30.8  65.4  73.6  70.6 237.8  41.8]
 [  7.2 320.4  47.   47.8  79.8  40.   47.8]
 [  0.6  13.4 218.2   7.6  24.    9.4   3.8]
 [ 35.6  26.   22.4  80.4  56.4  24.8  12.8]
 [ 39.6 118.   98.6 101.8 188.4  76.   53. ]
 [ 45.8  17.8  27.8  32.8  42.6 183.    9.4]
 [ 35.2  11.4  18.    7.4  21.6   6.4 190.6]]",0.01217198371887207,0.4552462093125261,0.4626328773240007,0.5290578814275715,0.4962800979614258,40
4,SVM BoW,4,,0.571808510638298,"[[539.4  68.6  73.4 138.4 158.2 152.   27.4]
 [  1.6 339.6  25.   25.8  49.   16.8  42. ]
 [  0.6  20.  291.   11.8  48.2   7.4   6.8]
 [  3.4   6.    4.8  47.6  13.   11.    2.4]
 [  6.6  65.2  58.8  71.6 142.   48.4  18.4]
 [ 55.8  17.2  22.8  44.6  49.2 327.    8.6]
 [  1.   15.8  16.    8.   18.8   8.6 248.4]]",0.0031917572021484377,0.5374733380361025,0.5469315345829318,0.6208424143739215,0.026927566528320308,80
5,SVM TFIDF,5,,0.5630614657210401,"[[370.6  24.8  21.8  66.8  83.   72.8   6. ]
 [  7.  362.   25.2  41.   65.6  25.8  35.8]
 [  1.2  20.8 299.8  12.4  46.8   7.2   8.6]
 [ 11.4   9.2   9.8  64.2  19.6  15.6   3. ]
 [ 28.6  72.8  71.6  84.4 159.   57.8  18.6]
 [183.4  20.8  38.6  61.8  68.8 379.6  11.8]
 [  6.2  22.   25.   17.2  35.6  12.4 270.2]]",0.003391408920288086,0.5390879282588135,0.5497712868584509,0.5845869102985815,0.028129863739013668,80
6,SVM W2V,6,,0.33936170212765965,"[[408.8  46.8  39.2  30.6  58.6  68.2  41.4]
 [ 25.2 178.2  76.4  75.6  89.2  88.8  82.6]
 [ 36.8  64.6 188.4  49.6  68.6  85.4  41.6]
 [ 10.8  26.2  10.6  34.   26.2  32.4  13. ]
 [ 51.6 121.4  90.4  72.8 129.8 102.   78.6]
 [ 42.   56.4  61.   52.8  69.  148.2  35.8]
 [ 33.2  38.8  25.8  32.4  37.   46.2  61. ]]",0.024334287643432616,0.28487370116766153,0.3138370690468484,0.3267536191832623,0.1278585433959961,80
7,SVM Hybrid,7,,0.5867021276595745,"[[564.8  34.4  43.6  95.4 105.2 202.6  17.4]
 [  2.4 348.8  25.   32.4  59.6  18.2  28.4]
 [  1.2  22.6 304.6  11.8  42.4   7.6   9. ]
 [  8.4  13.6  10.6  76.4  32.4  19.2   5.4]
 [ 20.8  83.8  69.   90.  175.2  60.4  21.2]
 [ 10.   15.4  23.4  32.4  45.6 253.2  10.2]
 [  0.8  13.8  15.6   9.4  18.   10.  262.4]]",0.026546525955200198,0.5637038898199677,0.568101155268479,0.6168305089809172,0.4944605827331543,80
8,SVM BoW,8,,0.6175239234449761,"[[5.274e+02 4.760e+01 4.220e+01 1.324e+02 1.518e+02 1.398e+02 1.300e+01]
 [2.400e+00 3.782e+02 2.380e+01 3.240e+01 5.800e+01 1.520e+01 2.020e+01]
 [8.000e-01 2.640e+01 3.474e+02 1.460e+01 5.460e+01 1.160e+01 4.200e+00]
 [3.200e+00 1.020e+01 6.400e+00 5.500e+01 1.900e+01 8.400e+00 2.200e+00]
 [4.800e+00 3.860e+01 3.440e+01 5.500e+01 1.180e+02 3.620e+01 1.400e+01]
 [6.220e+01 1.500e+01 1.800e+01 4.960e+01 6.000e+01 3.480e+02 6.000e+00]
 [4.000e-01 8.600e+00 1.360e+01 4.800e+00 1.260e+01 4.800e+00 2.910e+02]]",0.0037952423095703115,0.5851697931795513,0.595953466184818,0.6366318870223922,0.02732386589050293,120
9,SVM TFIDF,9,,0.6270933014354066,"[[446.   16.6  12.6  67.   84.2  82.2   6.4]
 [  6.8 400.6  25.8  44.4  69.8  19.   23. ]
 [  3.   21.2 349.2  12.4  42.   10.2   6.2]
 [ 11.6  11.4  10.   72.4  27.2  11.2   2. ]
 [ 22.2  46.6  46.4  69.  144.8  44.6  11.2]
 [110.   16.8  25.4  67.6  80.2 390.    7.8]
 [  1.6  11.4  16.4  11.   25.8   6.8 294. ]]",0.004390335083007814,0.6007205037130341,0.6104406232681839,0.6295144721571619,0.0279233455657959,120
10,SVM W2V,10,,0.3927033492822966,"[[437.   48.8  28.4  32.8  65.   70.6  44.6]
 [ 26.  242.4  80.4  96.8 116.2 101.   82.2]
 [ 28.2  74.4 254.8  49.6  74.6  79.4  57.2]
 [  8.   20.   13.   29.2  26.6  19.4  11.8]
 [ 21.2  54.2  40.8  41.4  69.4  49.6  43.2]
 [ 59.6  60.   47.6  69.   88.6 208.4  39.6]
 [ 21.2  24.8  20.8  25.   33.6  35.6  72. ]]",0.037511014938354494,0.3380940750034553,0.3604710074130844,0.3704948529574068,0.12385778427124025,120
11,SVM Hybrid,11,,0.6325956937799043,"[[547.4  29.   21.4  89.8 101.4 151.2   6.6]
 [  3.2 375.   16.4  37.8  57.8  16.6  15.6]
 [  1.   27.  349.6  12.4  43.8  11.6   4.4]
 [ 10.   12.8   9.6  76.   33.6  21.    3.2]
 [ 12.   56.4  55.4  75.6 167.4  51.8  19.8]
 [ 26.8  16.   20.4  47.   57.2 306.6   7.6]
 [  0.8   8.4  13.    5.2  12.8   5.2 293.4]]",0.040492105484008785,0.6083052617975719,0.6145115606309617,0.6398951417718057,0.4918795108795166,120
12,SVM BoW,12,,0.6491525423728813,"[[5.596e+02 4.120e+01 3.540e+01 1.208e+02 1.408e+02 1.524e+02 8.000e+00]
 [2.200e+00 3.936e+02 2.100e+01 3.340e+01 4.880e+01 1.060e+01 1.880e+01]
 [8.000e-01 2.020e+01 3.536e+02 1.300e+01 4.720e+01 9.600e+00 7.400e+00]
 [3.400e+00 1.020e+01 5.000e+00 6.920e+01 2.340e+01 1.220e+01 1.800e+00]
 [7.800e+00 3.420e+01 3.480e+01 5.900e+01 1.478e+02 3.820e+01 1.500e+01]
 [1.920e+01 1.200e+01 1.560e+01 4.040e+01 4.680e+01 3.298e+02 4.400e+00]
 [2.000e-01 6.000e+00 1.440e+01 4.200e+00 1.340e+01 6.000e+00 2.912e+02]]",0.0047871112823486325,0.6209185453224485,0.6273786469862926,0.6636584883149198,0.026529264450073243,160
13,SVM TFIDF,13,,0.6397094430992736,"[[410.   15.2  10.6  58.   79.6  85.    4.6]
 [  7.8 410.6  22.8  42.   54.8  12.8  15. ]
 [  1.4  19.6 360.   12.4  41.8  10.2   6.2]
 [ 12.   10.2   6.6  91.   33.8  18.6   1.2]
 [ 23.   37.6  40.2  62.2 161.4  42.8  11.8]
 [137.   15.6  22.   63.6  69.6 380.4   7.6]
 [  2.    8.6  17.6  10.8  27.2   9.  300.2]]",0.005186033248901367,0.6215131211782271,0.6281026172581001,0.642041418333406,0.027127218246459958,160
14,SVM W2V,14,,0.4074455205811138,"[[449.2  49.8  25.8  31.4  59.   74.   39.6]
 [ 28.  242.4  75.4  91.  116.6  99.   77. ]
 [ 22.   78.4 261.4  50.2  81.4  79.6  58. ]
 [ 10.8  23.4  13.   37.8  30.2  22.8  15.8]
 [ 23.4  49.8  40.4  41.4  75.   53.2  40.8]
 [ 47.4  54.2  42.4  61.4  80.4 200.6  35.6]
 [ 12.4  19.4  21.4  26.8  25.6  29.6  79.8]]",0.049877405166625984,0.3589310025252909,0.3763562403313537,0.3803045582624388,0.1210646629333496,160
15,SVM Hybrid,15,,0.654358353510896,"[[537.4  24.   16.8  69.6  84.2 156.8   3.4]
 [  3.6 383.4  10.8  33.   39.8  11.4  11. ]
 [  1.2  19.6 351.   12.4  41.8  10.8   7.8]
 [  9.8  13.6   7.   96.2  34.8  23.    2.8]
 [ 23.8  55.8  60.2  81.4 210.6  53.8  27.2]
 [ 16.8  14.   18.8  42.6  45.4 296.4   7.4]
 [  0.6   7.   15.2   4.8  11.6   6.6 287. ]]",0.05426597595214844,0.6381791586268053,0.6387443884311057,0.6648312112061658,0.4801053524017334,160
16,SVM BoW,16,,0.6660539215686274,"[[5.532e+02 3.660e+01 3.220e+01 1.116e+02 1.356e+02 1.398e+02 7.000e+00]
 [2.400e+00 3.966e+02 9.200e+00 3.180e+01 3.760e+01 8.200e+00 1.340e+01]
 [4.000e-01 1.600e+01 3.532e+02 1.140e+01 3.800e+01 6.600e+00 4.000e+00]
 [3.000e+00 8.400e+00 5.600e+00 7.540e+01 2.540e+01 1.400e+01 2.800e+00]
 [1.160e+01 3.780e+01 4.780e+01 5.700e+01 1.604e+02 3.780e+01 1.500e+01]
 [1.540e+01 1.120e+01 1.340e+01 4.460e+01 5.180e+01 3.410e+02 5.400e+00]
 [0.000e+00 5.000e+00 1.340e+01 4.000e+00 1.360e+01 4.200e+00 2.942e+02]]",0.005584955215454102,0.6406420326520142,0.6450410043165526,0.6806382794876881,0.026732683181762692,200
17,SVM TFIDF,17,,0.6618259803921568,"[[443.6  15.8  11.   55.8  80.   77.8   4.4]
 [  6.6 411.   14.6  40.4  51.2  12.4  15. ]
 [  1.   13.6 355.6  10.2  33.8   6.6   6.6]
 [  6.4  10.2   5.8  97.6  36.4  19.4   2.6]
 [ 19.   36.4  50.   59.8 165.2  37.   10.2]
 [105.4  15.4  20.6  63.8  72.4 392.4   8.2]
 [  4.    9.2  17.2   8.2  23.4   6.  294.8]]",0.006189823150634766,0.6423832229819995,0.6477249474185169,0.6642154349077757,0.026727819442749025,200
18,SVM W2V,18,,0.43014705882352944,"[[457.8  46.2  19.   31.6  57.   73.2  36.4]
 [ 24.  238.2  58.4  78.6 101.6  75.4  62.2]
 [ 21.2  76.2 270.   51.6  81.   75.8  55.8]
 [  8.4  19.2  11.4  36.4  34.6  24.2  14.6]
 [ 22.   53.8  42.   47.   76.6  41.   43. ]
 [ 41.6  57.2  53.8  65.2  85.6 232.8  37.6]
 [ 11.   20.8  20.2  25.4  26.   29.2  92.2]]",0.06104798316955566,0.38217143528468395,0.3977971972096488,0.3956030908076152,0.12087688446044922,200
19,SVM Hybrid,19,,0.6675857843137255,"[[534.8  20.2  17.   63.   79.8 139.6   3.2]
 [  3.4 380.2   8.2  31.8  35.6  10.6  10.6]
 [  1.   18.8 347.4  10.   33.2   8.4   3.8]
 [ 10.4  13.4   7.8  98.   39.   23.6   2.4]
 [ 17.8  60.2  63.   84.4 215.8  51.   27. ]
 [ 17.   12.4  17.   44.8  48.8 315.4   7.4]
 [  1.6   6.4  14.4   3.8  10.2   3.  287.4]]",0.06941418647766114,0.6531376950337712,0.6514564672899097,0.6770540384745596,0.471340274810791,200
20,SVM BoW,20,,0.6843672456575682,"[[5.472e+02 3.120e+01 2.400e+01 9.760e+01 1.286e+02 1.172e+02 5.000e+00]
 [2.000e+00 3.996e+02 1.720e+01 3.160e+01 4.400e+01 1.020e+01 1.200e+01]
 [2.000e-01 1.100e+01 3.594e+02 1.060e+01 3.160e+01 6.600e+00 4.000e+00]
 [4.200e+00 1.300e+01 4.800e+00 9.120e+01 3.220e+01 1.600e+01 2.200e+00]
 [5.600e+00 3.200e+01 3.700e+01 4.940e+01 1.528e+02 3.060e+01 1.240e+01]
 [2.180e+01 1.080e+01 1.020e+01 4.640e+01 5.280e+01 3.592e+02 5.200e+00]
 [2.000e-01 7.000e+00 1.380e+01 4.600e+00 1.600e+01 4.800e+00 2.970e+02]]",0.006382846832275389,0.6594343630203398,0.6647579383616656,0.6899054349210804,0.02653088569641113,240
21,SVM TFIDF,21,,0.6759305210918114,"[[442.   13.6   7.8  46.4  73.6  71.6   4.2]
 [  3.8 410.2  20.2  36.   52.8  12.   12.6]
 [  2.4  13.2 367.4  11.8  32.2   8.4   7.8]
 [  7.6  13.8   4.8 111.4  37.4  17.6   2.2]
 [ 12.   28.8  36.8  51.  157.   31.2   9.4]
 [108.   15.4  14.8  64.8  75.6 397.6   8. ]
 [  5.4   9.6  14.6  10.   29.4   6.2 293.6]]",0.006581783294677734,0.6561729503647776,0.663258742926402,0.6744822554547965,0.02672858238220215,240
22,SVM W2V,22,,0.4334367245657568,"[[452.4  43.2  17.8  29.6  58.4  70.6  34.2]
 [ 23.2 241.6  56.   76.2 104.6  69.   65. ]
 [ 23.4  82.8 277.4  55.2  86.4  82.6  63.6]
 [  9.4  21.2  10.6  41.   28.   22.4  13.4]
 [ 18.8  41.2  36.2  41.   65.8  44.   37.4]
 [ 44.2  56.2  51.4  67.4  92.2 232.4  37.4]
 [  9.8  18.4  17.   21.   22.6  23.6  86.8]]",0.0758028507232666,0.3843364826028074,0.4009205474359203,0.4058021404650855,0.11887636184692382,240
23,SVM Hybrid,23,,0.6914392059553349,"[[538.2  18.2  10.6  58.2  76.2 120.2   2.4]
 [  2.  391.   11.4  29.   37.4   9.8   7.4]
 [  1.4  10.4 353.2   8.8  27.    7.4   4.4]
 [  9.4  15.8   7.2 112.8  38.2  24.    2.4]
 [ 12.8  48.6  54.6  73.4 210.6  46.8  23.2]
 [ 16.6  12.6  16.2  45.4  52.6 332.2   6.8]
 [  0.8   8.   13.2   3.8  16.    4.2 291.2]]",0.08517193794250487,0.6764387649444793,0.6759386502926131,0.695826462248537,0.4663534641265869,240
24,SVM BoW,24,,0.6956658291457287,"[[5.424e+02 2.960e+01 2.360e+01 9.480e+01 1.216e+02 1.110e+02 5.400e+00]
 [1.600e+00 3.930e+02 9.800e+00 2.720e+01 3.220e+01 6.800e+00 6.600e+00]
 [0.000e+00 1.320e+01 3.618e+02 9.200e+00 3.380e+01 6.600e+00 4.000e+00]
 [3.600e+00 1.540e+01 7.200e+00 9.680e+01 3.360e+01 1.440e+01 2.600e+00]
 [7.200e+00 3.020e+01 3.720e+01 5.000e+01 1.658e+02 3.580e+01 1.500e+01]
 [1.940e+01 1.000e+01 9.200e+00 4.240e+01 4.680e+01 3.588e+02 4.000e+00]
 [2.000e-01 7.800e+00 1.140e+01 6.200e+00 1.700e+01 5.400e+00 2.964e+02]]",0.007379817962646483,0.6732821432594474,0.6768429717060258,0.7015014988418425,0.026529550552368164,280
25,SVM TFIDF,25,,0.6853015075376885,"[[442.8  14.    9.   48.   71.4  64.4   4. ]
 [  3.  404.   11.6  33.4  40.4   9.6   8.4]
 [  1.   11.8 364.4   9.4  32.8   7.6   7.2]
 [  7.6  17.    6.6 112.2  41.4  19.2   2.4]
 [ 14.6  27.6  41.8  53.8 168.4  36.4   9.8]
 [102.8  16.   13.6  60.   67.  394.6   6.6]
 [  2.6   8.8  13.2   9.8  29.4   7.  295.6]]",0.007784461975097657,0.6673513239756925,0.67299933756663,0.6838457724488238,0.02632455825805664,280
26,SVM W2V,26,,0.4354899497487438,"[[443.6  40.6  17.8  29.8  54.8  67.2  33.6]
 [ 27.6 241.   53.8  69.2  97.   69.   68. ]
 [ 20.4  80.6 273.2  55.   81.   73.8  64.6]
 [  8.2  20.2  11.6  44.2  26.4  22.6  15.2]
 [ 19.6  50.   40.4  45.4  78.8  55.4  39.2]
 [ 46.   50.8  49.4  63.6  93.8 228.8  36.4]
 [  9.   16.   14.   19.4  19.   22.   77. ]]",0.08975977897644043,0.3870838008120155,0.4026915021112812,0.4126778960809717,0.12267251014709472,280
27,SVM Hybrid,27,,0.7009422110552764,"[[5.342e+02 1.560e+01 1.020e+01 5.320e+01 7.180e+01 1.034e+02 2.000e+00]
 [1.200e+00 3.862e+02 9.600e+00 2.880e+01 3.340e+01 8.000e+00 6.200e+00]
 [6.000e-01 1.320e+01 3.558e+02 7.800e+00 2.980e+01 6.800e+00 3.800e+00]
 [9.800e+00 1.760e+01 8.200e+00 1.172e+02 4.040e+01 2.520e+01 3.800e+00]
 [1.500e+01 4.760e+01 5.040e+01 7.360e+01 2.104e+02 5.180e+01 2.260e+01]
 [1.320e+01 1.180e+01 1.500e+01 4.160e+01 5.040e+01 3.382e+02 5.800e+00]
 [4.000e-01 7.200e+00 1.100e+01 4.400e+00 1.460e+01 5.400e+00 2.898e+02]]",0.1003422737121582,0.6863628865841386,0.6856686852123788,0.7029105338831847,0.4677387714385986,280
28,SVM BoW,28,,0.7,"[[5.344e+02 2.740e+01 2.380e+01 8.320e+01 1.174e+02 1.146e+02 4.800e+00]
 [1.400e+00 3.926e+02 9.400e+00 2.780e+01 3.340e+01 8.200e+00 8.000e+00]
 [0.000e+00 1.220e+01 3.556e+02 7.400e+00 3.240e+01 6.400e+00 4.200e+00]
 [5.400e+00 1.440e+01 6.200e+00 1.084e+02 3.360e+01 1.500e+01 2.400e+00]
 [6.600e+00 3.040e+01 3.600e+01 4.720e+01 1.650e+02 3.140e+01 1.260e+01]
 [1.880e+01 1.020e+01 1.100e+01 4.400e+01 4.920e+01 3.526e+02 4.200e+00]
 [4.000e-01 6.000e+00 1.200e+01 4.400e+00 1.460e+01 5.200e+00 2.922e+02]]",0.008975744247436523,0.6809973031455301,0.6830409279581897,0.7075555854690051,0.026130199432373047,320
29,SVM TFIDF,29,,0.6932569974554708,"[[442.   13.2   7.8  42.8  70.   66.8   3.6]
 [  2.6 405.   12.   33.   42.   11.4   8.8]
 [  2.4  10.6 360.    9.8  31.8   8.    7.6]
 [  7.8  14.    6.2 122.   40.6  19.4   1.8]
 [ 11.4  27.   39.   43.  166.   27.8  10. ]
 [ 98.4  15.8  16.2  63.8  69.8 392.8   4.8]
 [  2.4   7.6  12.8   8.   25.4   7.2 291.8]]",0.009574222564697263,0.6770433384241792,0.6819744263899647,0.6926560181783017,0.027127742767333984,320
30,SVM W2V,30,,0.44541984732824413,"[[450.   43.8  18.8  27.6  54.8  63.8  29.4]
 [ 23.2 232.4  48.   66.8  93.2  61.6  65.8]
 [ 18.4  77.6 276.8  53.2  80.6  78.2  60.4]
 [  6.   20.   10.4  45.4  28.2  20.   13.6]
 [ 21.   50.2  35.4  44.4  72.6  49.2  37.8]
 [ 38.2  49.   46.2  61.8  89.8 232.4  30.6]
 [ 10.2  20.2  18.4  23.2  26.4  28.2  90.8]]",0.10074267387390136,0.3980010977796756,0.4135056550595544,0.4178844664461915,0.11987018585205078,320
31,SVM Hybrid,31,,0.7036895674300254,"[[5.302e+02 1.360e+01 8.400e+00 4.660e+01 7.340e+01 1.040e+02 2.200e+00]
 [1.600e+00 3.838e+02 1.220e+01 2.680e+01 3.740e+01 1.280e+01 5.400e+00]
 [4.000e-01 1.000e+01 3.518e+02 6.400e+00 2.880e+01 6.000e+00 6.400e+00]
 [9.400e+00 1.700e+01 7.400e+00 1.292e+02 4.400e+01 2.620e+01 2.600e+00]
 [1.360e+01 4.960e+01 4.700e+01 6.940e+01 2.012e+02 4.600e+01 2.340e+01]
 [1.160e+01 1.260e+01 1.640e+01 3.980e+01 4.760e+01 3.336e+02 5.800e+00]
 [2.000e-01 6.600e+00 1.080e+01 4.200e+00 1.320e+01 4.800e+00 2.826e+02]]",0.1123051643371582,0.6912735522352536,0.6896935084825799,0.705801124635548,0.4563807010650634,320
32,SVM BoW,32,,0.7019974226804122,"[[4.894e+02 2.380e+01 1.920e+01 7.800e+01 1.070e+02 1.000e+02 3.400e+00]
 [1.400e+00 3.918e+02 1.020e+01 2.480e+01 3.160e+01 9.200e+00 7.000e+00]
 [2.000e-01 8.400e+00 3.582e+02 5.400e+00 2.980e+01 5.800e+00 4.200e+00]
 [4.800e+00 1.500e+01 4.600e+00 1.136e+02 3.280e+01 1.420e+01 2.200e+00]
 [7.400e+00 3.440e+01 3.700e+01 4.960e+01 1.750e+02 3.140e+01 1.240e+01]
 [5.740e+01 9.000e+00 8.800e+00 4.380e+01 4.860e+01 3.606e+02 4.200e+00]
 [4.000e-01 5.600e+00 1.120e+01 3.600e+00 1.340e+01 3.800e+00 2.904e+02]]",0.009574222564697263,0.6882745357044107,0.6879072903812814,0.7124582010050912,0.02573142051696777,360
33,SVM TFIDF,33,,0.6931056701030928,"[[402.8  12.    6.4  42.6  66.8  57.6   2.4]
 [  3.8 399.6  11.2  30.2  35.6  10.6   7.8]
 [  1.2   6.8 361.6   8.4  25.8   6.    6.6]
 [  7.2  14.    5.8 124.8  41.   19.4   1.8]
 [ 13.6  30.6  39.4  45.2 174.6  29.    8.8]
 [130.6  17.   13.2  59.8  69.  396.8   5.2]
 [  1.8   8.   11.6   7.8  25.4   5.6 291.2]]",0.009574604034423829,0.6817154126065651,0.6843937793989398,0.6975756613745,0.026130151748657227,360
34,SVM W2V,34,,0.4543170103092784,"[[445.4  44.4  17.6  25.4  51.6  54.6  25.6]
 [ 21.4 221.8  43.4  62.6  85.4  51.2  54. ]
 [ 17.   77.2 276.   53.   80.   73.2  58.6]
 [  6.   17.8   9.6  37.4  20.6  17.   10.8]
 [ 19.8  49.6  32.   46.   78.   50.4  40.8]
 [ 43.2  56.2  52.8  71.8  97.2 252.8  35.2]
 [  8.2  21.   17.8  22.6  25.4  25.8  98.8]]",0.11330904960632325,0.4065747833682443,0.4212191924984127,0.4282607312095982,0.11747922897338868,360
35,SVM Hybrid,35,,0.7146262886597938,"[[5.240e+02 1.260e+01 7.600e+00 4.460e+01 6.980e+01 8.880e+01 1.800e+00]
 [1.000e+00 3.802e+02 1.080e+01 2.780e+01 3.680e+01 1.240e+01 5.200e+00]
 [6.000e-01 7.800e+00 3.516e+02 7.000e+00 2.680e+01 5.200e+00 6.000e+00]
 [7.200e+00 1.760e+01 6.400e+00 1.274e+02 4.120e+01 2.220e+01 2.600e+00]
 [1.440e+01 5.020e+01 4.680e+01 6.440e+01 2.018e+02 4.440e+01 1.820e+01]
 [1.360e+01 1.340e+01 1.520e+01 4.360e+01 5.020e+01 3.490e+02 5.800e+00]
 [2.000e-01 6.200e+00 1.080e+01 4.000e+00 1.160e+01 3.000e+00 2.842e+02]]",0.13025150299072266,0.7016549019140383,0.6999449709542632,0.7152512616102966,0.4497977733612061,360
36,SVM BoW,36,,0.7145561357702349,"[[518.   22.2  18.   77.4 102.  101.4   3. ]
 [  1.  390.4   9.6  26.4  31.    9.    7. ]
 [  0.    7.4 355.8   4.6  28.2   5.2   4.8]
 [  5.4  17.8   4.8 112.8  36.2  14.8   2.4]
 [  7.   30.   38.   49.4 175.6  31.2  12.8]
 [ 21.4   9.6   7.8  41.   46.2 352.4   3.8]
 [  0.    5.4  10.4   3.   13.8   4.2 284.4]]",0.011374998092651365,0.6976587813844197,0.697947023005708,0.7185542550093482,0.02573781013488769,400
37,SVM TFIDF,37,,0.6996083550913837,"[[405.2   8.6   4.4  41.6  63.6  58.    1.4]
 [  4.  402.4  11.6  30.2  35.6   9.8   7.6]
 [  1.8   6.8 357.    6.   23.4   6.6   5.8]
 [ 10.   15.6   4.4 129.6  43.2  19.4   2.4]
 [ 11.   25.8  41.8  44.2 177.8  32.8  10. ]
 [119.4  16.2  13.   56.2  64.8 385.    4.4]
 [  1.4   7.4  12.2   6.8  24.6   6.6 286.6]]",0.010970544815063477,0.6888969050333421,0.6913918474481174,0.7015022854241408,0.02593092918395996,400
38,SVM W2V,38,,0.4598563968668407,"[[442.   40.2  15.8  24.6  49.   52.6  24.4]
 [ 20.6 218.   39.2  60.4  79.2  53.4  53. ]
 [ 15.8  73.2 275.6  49.8  78.4  66.6  54. ]
 [  9.   18.2   7.4  36.8  23.6  16.   11.8]
 [ 18.   50.2  31.   46.6  74.4  45.2  35.8]
 [ 38.6  59.   54.2  70.4  98.  255.6  32.6]
 [  8.8  24.   21.2  26.   30.4  28.8 106.6]]",0.12686686515808104,0.41220374105367263,0.4273376648089037,0.4267612162901164,0.11667137145996095,400
39,SVM Hybrid,39,,0.7231070496083551,"[[5.164e+02 1.180e+01 6.600e+00 4.140e+01 6.120e+01 7.980e+01 1.200e+00]
 [1.400e+00 3.824e+02 1.140e+01 2.720e+01 3.600e+01 1.140e+01 6.000e+00]
 [6.000e-01 6.600e+00 3.506e+02 6.000e+00 2.380e+01 6.000e+00 7.000e+00]
 [7.400e+00 1.800e+01 6.400e+00 1.268e+02 4.000e+01 2.360e+01 2.400e+00]
 [1.400e+01 4.660e+01 4.540e+01 6.700e+01 2.118e+02 4.840e+01 1.600e+01]
 [1.280e+01 1.180e+01 1.360e+01 4.400e+01 4.980e+01 3.462e+02 4.200e+00]
 [2.000e-01 5.600e+00 1.040e+01 2.200e+00 1.040e+01 2.800e+00 2.814e+02]]",0.1464082717895508,0.7104690259165887,0.7087076349951607,0.7229446936115954,0.4456031322479248,400
40,SVM BoW,40,,0.7246693121693122,"[[514.4  21.   17.2  70.   95.6  91.4   2.2]
 [  1.  384.6   8.   24.6  29.2   9.6   7.4]
 [  0.    6.8 352.2   4.2  26.    4.2   4.6]
 [  6.   18.6   4.6 121.8  36.8  15.8   2.2]
 [  7.2  30.8  38.6  47.4 182.8  32.6  11.6]
 [ 19.4   9.8   6.8  38.6  46.4 354.    4.6]
 [  0.    5.   10.8   2.8  10.2   3.  281.6]]",0.012765789031982422,0.7098828974974302,0.7089139571980747,0.7286419224400892,0.0253324031829834,440
41,SVM TFIDF,41,,0.7111111111111109,"[[422.6  10.    4.6  38.4  60.8  54.    1.4]
 [  5.4 399.4  11.4  28.6  37.2  10.2   6.8]
 [  1.2   5.8 358.8   6.4  24.    5.6   5. ]
 [  8.4  13.8   5.2 131.6  41.8  22.    2. ]
 [ 12.2  24.4  36.   45.4 176.8  36.4   9. ]
 [ 97.   16.4  12.   52.2  64.8 375.6   4.4]
 [  1.2   6.8  10.2   6.8  21.6   6.8 285.6]]",0.012172889709472657,0.6995116572215969,0.7022232742174406,0.7091743660608779,0.02513265609741211,440
